scale,answers,provsql_pqe_ms,ours_pqe_ms,provsql_p,ours_p,note
0.01,14908,7573,2629,0.125,0.125,FAIR uncontended 3-run median: ProvSQL sieve (its practical exact method; default agrees 7414); ours end-to-end construct+compile+WMC O(N). ratio 2.88x
0.1,125154,63165,23320,0.125,0.125,FAIR uncontended 3-run; ProvSQL default agrees 63173; ratio 2.71x
0.3,367475,184952,70079,0.125,0.125,FAIR uncontended 3-run; ProvSQL default agrees 186903; ratio 2.64x (prev 2.14x was contention-inflated on OUR side)
